N,P,K,temperature,humidity,ph,rainfall,label
26,9.0,28,25.9490364,94.73860514,6.470465614,144.15711090000005,coconut
16,55.0,18,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
24,59.0,22,27.84026517,89.99615558,7.063022095,52.84626009,mungbean
59,56.0,18,28.546224,66.31394098,7.368318809,62.83469851,blackgram
65,72.0,51,31.53243779,90.87394933,6.5116248410000015,207.0735119,papaya
30,23.0,32,24.94467632,94.25702672,7.009180374,103.8799347,mango
103,16.0,45,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
27,27.0,26,35.3915464,52.48823147,5.061081874,91.22881052,mango
23,80.0,20,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
31,51.0,15,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
100,46.0,41,25.31042337,72.01364411,6.346715209,190.5577618,jute
85,46.0,41,21.77046169,80.31964408,6.165084855,222.803013,rice
35,62.0,18,25.5503704,64.98203021,6.73210948,78.58488484,blackgram
32,69.0,16,28.63618921,61.39451307,7.702287236,68.54877876,lentil
96,5.0,55,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon
19,38.0,31,31.48451729,48.77926304,4.525722333,93.17221967,mango
20,60.0,16,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram
24,38.0,26,29.26382931,54.82257868,5.342866119,100.7586226,mango
44,73.0,23,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
1,62.0,19,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
56,69.0,45,31.56213762,93.0484859,6.506120752,63.62250788,papaya
28,15.0,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
4,49.0,15,29.12939524,88.48312598,7.085982325,36.45012824,mungbean
67,68.0,52,35.26824831,92.38282957,6.821774589,149.8488208,papaya
68,70.0,50,31.29986342,92.76039164,6.986228647000001,54.77830202,papaya
39,65.0,48,35.33294932,92.11508608,6.560743092999999,235.6133585,papaya
82,78.0,53,25.05802193,84.97423747,5.738678895,110.4408803,banana
106,16.0,50,28.96017885,91.69532178,6.585872508,24.7458198,muskmelon
86,36.0,23,24.10859207,64.13112261,6.234330356,71.07562236,maize
19,16.0,36,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
83,27.0,48,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon
85,25.0,47,26.11440416,87.64081095,6.661870999,58.48160844,watermelon
89,16.0,48,27.72653142,92.00687531,6.350623739,20.21126747,muskmelon
32,79.0,16,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil
100,90.0,48,29.72791119,94.29753295,6.367800632000001,26.52364146,muskmelon
84,7.0,51,29.48882958,91.07574233,6.365956657999999,26.01909355,muskmelon
44,75.0,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
17,79.0,18,19.50112223,34.51086611,5.740764682000001,108.8616474,pigeonpeas
108,22.0,50,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon
27,69.0,23,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
9,25.0,36,24.81530144,91.90842992,5.972714857000001,109.2853418,pomegranate
23,70.0,21,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas
28,65.0,24,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
98,25.0,54,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
21,142.0,202,10.72302459,80.02130636,6.425419926,65.29821120000001,grapes
59,18.0,37,27.82684262,87.16679147,6.3898821660000005,58.37249772,pomegranate
42,78.0,21,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
99,15.0,25,27.41711238,56.63636248,6.086922359,127.92461000000002,coffee
30,37.0,16,29.73013036,82.89166381,6.442335592999999,50.91511275,mungbean
23,46.0,17,29.008124,84.96089355,6.664187809,45.91011391,mungbean
71,49.0,37,23.18866654,86.20899734,6.491506245,176.103677,jute
22,18.0,31,28.69818144,47.71875722,4.754435025,99.642454,mango
108,88.0,54,26.28845991,83.390039,5.891458107,113.8729798,banana
73,60.0,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
79,51.0,19,25.33797709,68.49835977,6.586244581,96.46380213,maize
20,45.0,21,29.5888162,89.9939693,5.946263888,54.961212,mungbean
9,137.0,200,21.19852186,90.6878768,6.276198595,105.8554351,apple
33,78.0,20,24.86803974,48.27531965,8.621514073,63.9187654,lentil
37,56.0,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
30,29.0,26,31.86641378,42.19331595,5.064613314,98.46768642,mango
28,102.0,204,19.89363946,82.73366439,5.856575335,69.66256816,grapes
3,135.0,203,21.98141856,61.12719303,6.142803397000001,115.4789148,apple
36,59.0,55,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya
12,141.0,202,8.825674745,82.89753705,5.536645599,67.235765,grapes
23,21.0,26,34.72413192,51.4271781,5.161148592,97.31258083,mango
100,14.0,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon
10,75.0,19,24.84918386,68.98088448,7.272427638,41.61080544,lentil
43,56.0,18,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
66,58.0,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice
34,80.0,17,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
89,25.0,54,24.69368934,85.56967628,6.353107392999999,48.99390828,muskmelon
61,16.0,36,24.97178693,79.47557931,6.842966478999998,195.7571622,rice
93,22.0,52,26.58740671,81.32563243,6.932739726,41.86440028,muskmelon
60,49.0,44,26.59104992,82.94164078,6.033485257000001,161.2469997,jute
58,46.0,52,23.19451074,91.40301608,6.502289472999999,206.3999208,papaya
107,76.0,47,27.09062164,81.33506906,6.165001277999999,110.133118,banana
75,56.0,35,23.28081,74.27607475,6.613341342999999,153.7447398,jute
58,49.0,45,31.88342554,91.3256535,6.524459342,79.27201575,papaya
0,36.0,27,34.13072188,51.25786185,5.101206389,96.38808001,mango
0,19.0,27,36.04353699,48.61444121,4.759490199,159.8938645,mango
67,58.0,41,25.2827223,80.54372813,5.453592032,220.1156708,rice
111,5.0,45,26.283443,84.42478917,6.520663422,50.78669728,watermelon
66,7.0,48,29.84070774,93.76312893,6.126019932,23.28207838,muskmelon
22,68.0,20,25.42517036,53.22082660000001,4.52363558,46.19374559,pigeonpeas
120,21.0,47,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
90,76.0,54,25.73044432,70.74739256,6.877869005,98.73771338,banana
107,82.0,55,28.14938935,81.54448882,5.790768046,91.40508414,banana
38,36.0,26,31.85744939,45.53106268,5.417340525,91.55845821,mango
105,72.0,45,28.127950899999995,77.48247073,6.3239336470000005,103.5045395,banana
17,136.0,195,23.87192332,90.49939035,5.882155987999999,103.0548094,apple
17,60.0,18,28.06642822,85.91625451,6.42937879,39.23831035,mungbean
73,58.0,21,20.27317074,63.91281869,6.439071996,62.50351892,maize
16,56.0,18,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas
59,17.0,79,20.36720401,16.89574311,8.766128654,82.2545577,chickpea
31,36.0,27,33.93679864,52.72170281,6.460542749,97.4611918,mango
99,5.0,45,24.13078816,84.84494575,6.649086972,51.19470197,muskmelon
20,35.0,22,29.5888162,89.9939693,6.904587016,54.96121252,mungbean
39,74.0,85,18.28766124,69.48515056,6.254216611,68.60449438,chickpea
78,36.0,42,23.09499564,78.45959697,7.095413294,155.3851533,jute
5,58.0,15,24.98287462,66.895409,6.379881442,38.21370568,pigeonpeas
40,9.0,40,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
71,54.0,39,25.21622704,80.4181792,7.299304715,195.8645552,rice
20,68.0,51,32.50037548,32.8547792,6.893509446,71.73759526,papaya
87,24.0,52,21.44653958,84.94375962,5.824709117,272.2017204,watermelon
25,68.0,23,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram
39,62.0,51,32.51247398,94.65904123,6.704204398,51.07048113,papaya
24,37.0,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
101,20.0,48,27.46583649,94.87679041,6.440584681,27.27899847,muskmelon
84,25.0,55,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
48,61.0,21,30.64095781,61.69295127,7.167435834,71.36947525,blackgram
28,60.0,22,19.72702528,18.28173015,5.748190462999999,143.7630894,kidneybeans
85,9.0,49,28.20619412,92.86798698,6.447662945,28.78654515,watermelon
32,71.0,18,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil
28,9.0,41,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
89,45.0,38,25.75734909,88.36668522,6.025028997000001,189.4263485,jute
120,75.0,52,28.0764455,76.05522115,5.905494703,118.99235729999998,banana
82,23.0,51,26.27520631,86.63249555,6.956508826,54.38748495,muskmelon
71,54.0,41,25.75734909,41.36668522,6.025028997000001,189.4263485,jute
28,55.0,22,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
54,56.0,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram
37,59.0,18,15.46789263,21.43780702,5.824208308999999,88.88796102,kidneybeans
111,6.0,53,26.493064500000006,88.59143088,6.313512998999999,46.06382209,muskmelon
29,70.0,16,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram
37,36.0,23,29.65296893,88.48587386,6.5304707,56.01913159,mungbean
58,56.0,85,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea
37,11.0,41,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
72,40.0,43,26.50838667,86.84264005,6.065898282999999,152.9801697,jute
115,37.0,16,24.41592661,89.39655519,6.623167177000001,40.32161859,maize
98,53.0,35,20.26707606,81.63895217,5.01450727,270.4417274,rice
37,68.0,17,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
31,55.0,24,31.46846241,35.39454002,5.661826398,174.5723999,apple
99,57.0,35,24.80624984,82.09281674,6.356295567999999,156.3616174,jute
61,38.0,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize
56,58.0,51,23.28686342,66.10123083,5.779032666,172.42387119999995,papaya
19,55.0,18,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
105,93.0,48,25.01018457,78.76260938,5.760457558,108.3690513,banana
67,46.0,47,34.28879307,93.61082872,6.721130542999999,127.2509777,papaya
72,37.0,38,24.09874353,80.57226761,6.187746776,176.8604109,jute
60,55.0,35,26.12797248,80.49172597,7.132389299,150.6326874,jute
47,65.0,23,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
26,135.0,203,33.78372897,81.16314317,5.6851027689999984,74.53557341,apple
5,16.0,26,35.96054636,48.69677802,4.555688532,98.00644238,mango
67,55.0,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
38,135.0,203,32.89300162,82.79782954,4.650536197,94.49161372,grapes
59,60.0,19,28.546224,66.31394098,7.368318809,62.83469851,blackgram
39,30.0,40,18.09691127,90.42177379,6.9244907310000015,104.88188999999998,pomegranate
89,41.0,35,23.12844351,74.68322732,6.344751947000001,199.83629130000003,jute
22,21.0,44,20.13037175,89.31505137,6.1438746910000015,107.3416913,pomegranate
100,18.0,52,29.49401389,94.72981338,6.185053234,26.30820876,muskmelon
8,7.0,45,29.69952329,94.42971362,6.342463714,148.30036919999995,muskmelon
38,29.0,38,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
32,77.0,18,32.81705216,66.15665137,6.814301033,68.83924882,lentil
95,12.0,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,muskmelon
33,69.0,23,19.73136909,24.89487354,5.819403771,84.06354115,kidneybeans
25,62.0,24,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
120,24.0,54,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
22,80.0,18,23.00884744,18.86880997,5.669560727,100.118612,kidneybeans
28,60.0,24,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
21,63.0,19,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
19,60.0,21,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
30,37.0,21,29.89129144,80.14487166,7.120032489,54.7960127,mungbean
61,57.0,51,43.30204933,92.83405443,6.641098708,110.562229,papaya
35,60.0,52,38.2016825,93.97379963,6.751298936,218.09088140000003,papaya
117,24.0,54,29.91690582,92.21405225,6.117530021,28.16057247,muskmelon
9,81.0,52,25.97948991,64.95585424,4.193189124,72.19245835,banana
31,36.0,25,33.93679864,52.72170281,6.460542749,97.4611918,mango
40,27.0,25,28.70595247,50.44030129,5.445008416,95.8946444,mango
14,121.0,203,9.724457611,83.74765639,6.158689406000001,74.46411148,grapes
106,20.0,48,29.73019662,90.97015715,6.342573112,20.49035619,muskmelon
86,59.0,38,26.14576648,71.23690851,6.432051512,193.1007598,jute
1,61.0,18,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas
44,69.0,47,21.77046169,90.51431779,7.038096361,226.6555374,papaya
84,8.0,55,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
103,17.0,51,25.11189154,80.02621335,6.209888345,44.20656987,muskmelon
18,19.0,25,27.75518664,52.34605806,4.772385986000001,94.11213345,mango
25,128.0,198,22.75088787,90.69489172,5.521466996,110.4317855,apple
74,41.0,40,25.13842773,83.12053888,6.386259977999999,169.33884650000005,jute
8,23.0,35,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
26,135.0,199,33.78372897,81.16314317,5.6851027689999984,74.53557341,grapes
106,25.0,52,28.89578588,94.78993038,6.286515359,23.0362503,muskmelon
35,132.0,201,21.17089176,90.23730166,5.895319002000001,123.6495149,grapes
12,67.0,20,27.41434987,63.41785982,7.336117221,44.43177543,lentil
21,78.0,24,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
9,71.0,17,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
14,77.0,23,22.0559142,43.4526156,7.2942193,189.67113490000003,pigeonpeas
32,60.0,18,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil
21,79.0,24,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram
6,77.0,22,29.94413861,67.31323084,7.52178027,40.37113729,lentil
22,69.0,82,19.48974337,17.17260319,6.4740245000000005,87.51312796,chickpea
29,69.0,21,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas
95,20.0,48,28.47212559,91.21322065,6.160414414,20.88620369,muskmelon
1,39.0,21,31.08564994,76.68832981,6.242052013,175.9303271,pigeonpeas
37,52.0,55,43.08022702,93.90305729,6.54277684,211.8529059,papaya
111,88.0,48,29.44795403,78.34971537,5.505393832999999,96.45042585,banana
35,65.0,47,34.2804607,90.55561637,6.825371185,98.54047745,papaya
32,79.0,17,31.27180992,56.402282,6.811291098,89.74409017,lentil
21,63.0,18,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
115,18.0,46,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
63,55.0,36,24.17298839,83.7287574,5.583370042,257.0343554,rice
40,15.0,32,34.16438906,54.16482251,4.954739564,98.33351125,mango
24,30.0,5,32.39523995,94.51768464,6.601395755,113.25373,orange
26,67.0,22,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas
87,23.0,52,27.350629600000005,94.29119509999998,6.067665497999999,27.21244021,muskmelon
13,16.0,7,34.74004942,93.12316972,6.949838549,100.1967854,orange
25,39.0,21,27.73329078,81.13903037,6.248900919,44.17580911,mungbean
9,48.0,20,26.13708256,84.29209,6.261937875,46.48280681,mungbean
23,27.0,28,28.1218093,46.16888595,5.630619901,93.30247448,mango
80,36.0,25,23.11438731,68.00096043,6.703270635,161.8944624,coffee
89,25.0,47,24.69368934,85.56967628,6.353107392999999,48.99390828,muskmelon
43,59.0,48,22.02720976,65.35549924,6.272417541,83.73280082,papaya
5,13.0,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
70,38.0,36,24.39736241,79.26861738,7.014063944,164.2697011,rice
56,57.0,35,21.44653958,84.94375962,5.824709117,272.2017204,jute
6,74.0,15,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
73,59.0,41,23.35905428,83.59512273,5.333322606,188.413665,rice
17,77.0,24,24.51324787,20.81527638,5.670062975,64.19497947,lentil
100,58.0,16,25.71895816,67.22190688,5.54990242,74.51490791,maize
2,32.0,26,25.02887163,91.53720922,6.293662362999999,179.8248944,mango
22,68.0,22,28.23494706,61.5620517,3.71105919,72.66666443,blackgram
3,77.0,17,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas
69,53.0,44,23.64124821,80.28597873,5.012139669,263.1103304,rice
5,29.0,37,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
3,17.0,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
24,18.0,6,28.88079019,94.45239715,4.934964765,91.54560427,orange
55,65.0,48,27.92765919,91.55594211,6.721835879,149.91075569999995,papaya
2,35.0,24,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans
25,45.0,19,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
31,72.0,24,27.59350075,91.79742953,6.399891457000001,24.84266123,pigeonpeas
17,77.0,24,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
33,60.0,15,23.89736406,66.32102048,7.802212437,40.74536757,lentil
18,17.0,31,31.74592134,95.16127859,5.667507706,93.75441586,mango
10,30.0,35,35.99009679,52.22780489,5.978634285,95.3713484,mango
53,74.0,24,26.7230014,62.96841833,6.898905799,42.87274897,pigeonpeas
109,29.0,45,24.9004602,89.73524177,6.366219551,218.5241851,watermelon
24,21.0,32,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango
76,51.0,17,26.16985907,71.96246617,6.247040422,79.84925393,maize
51,68.0,17,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
34,24.0,26,24.71384065,51.29142534,7.238109556,197.6439711,coffee
56,68.0,19,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram
5,18.0,37,19.65690085,89.93701023,5.937649577999999,108.0458926,pomegranate
34,36.0,5,18.81097271,21.27833035,5.889614577000001,125.084915,orange
67,63.0,51,35.26824831,92.38282957,6.821774589,149.8488208,papaya
27,27.0,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
60,37.0,35,26.59104992,82.94164078,6.033485257000001,161.2469997,jute
3,13.0,42,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
29,144.0,205,23.64142354,93.74461474,6.155939452999999,116.6912176,apple
59,78.0,75,11.69894639,17.86754923,7.566165721,103.2005992,chickpea
77,45.0,17,29.37687468,57.69622912,6.878498176,38.34303462,maize
106,20.0,48,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
5,21.0,38,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
8,23.0,35,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
67,36.0,45,25.2827223,80.54372813,5.453592032,220.1156708,rice
32,80.0,19,20.0467711,65.84395319,7.135251532000001,46.05333124,lentil
34,56.0,17,20.12574053,24.96969858,5.659254981,100.0497183,pigeonpeas
19,7.0,8,14.78003032,91.22062116,6.118430299,100.1961762,orange
60,56.0,43,23.43121862,16.06310136,5.286203711000001,219.9048349,rice
11,69.0,23,19.20129357,53.30578978,6.1128851,87.85092352,lentil
29,72.0,22,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas
85,25.0,52,29.62800691,90.10051615,6.0751441160000015,23.69586761,muskmelon
109,14.0,50,25.04746944,87.8240222,6.932537231,56.72496677,muskmelon
85,21.0,51,29.62800691,90.10051615,6.0751441160000015,23.69586761,watermelon
50,55.0,23,27.81326852,62.50460464,7.596802024,69.75555541,blackgram
28,79.0,15,24.70626432,60.26854183,6.0521848810000005,53.12442925,lentil
115,18.0,48,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
38,61.0,52,31.22540131,94.94021378,6.620729882000001,46.44279118,papaya
120,6.0,45,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
89,83.0,54,28.09577643,77.79586769,5.63127166,109.5408614,banana
27,48.0,17,29.2114218,87.11497805,6.41874299,51.53848218,mungbean
53,67.0,52,29.14827211,78.71024836,6.390741836,117.536781,banana
4,19.0,14,34.74004942,93.12316972,6.949838549,100.1967854,orange
75,79.0,55,23.44676801,84.79352417,6.215109715,283.9338466,banana
68,24.0,33,31.86641378,52.19331595,5.064613314,98.46768642,mango
13,16.0,9,34.74004942,93.12316972,6.949838549,100.1967854,orange
71,48.0,16,9.949929082,82.55138983,5.841138354,66.00817551,maize
26,25.0,34,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
43,71.0,17,19.46233971,15.22538951,7.976607593,74.58565097,blackgram
34,13.0,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
120,12.0,46,29.45771748,92.12534736,6.708743843,20.76212031,muskmelon
34,80.0,16,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
93,6.0,48,27.30008597,90.80015308,6.031665834,25.09484511,muskmelon
37,144.0,195,18.70679077,83.4795292,6.209928251,66.5964488,grapes
3,25.0,44,24.56811204,92.03009222,6.591302797000001,110.9633894,pomegranate
3,129.0,201,20.28370163,81.32235739,5.81717753,71.06611222,grapes
5,24.0,38,22.43377991,90.3396556,6.107054807999999,112.459697,pomegranate
100,19.0,54,29.72791119,94.29753295,6.367800632000001,26.52364146,muskmelon
5,65.0,20,21.32776028,18.48522915,5.866744372,109.1013261,pigeonpeas
9,48.0,24,27.77076285,87.09979549,6.402926221,49.50812624,mungbean
30,17.0,45,26.83054058,90.75379971,6.864143752,144.66564440000005,pomegranate
105,10.0,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon
27,67.0,22,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas
25,62.0,20,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
95,12.0,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,muskmelon
69,64.0,47,40.21199348,94.50766912,6.814301033,186.67623232,papaya
37,56.0,21,35.45790488,68.75810535,5.720726906,108.6218205,lentil
106,20.0,48,26.21667586,89.01009354,6.32281728,54.65423596,watermelon
27,60.0,25,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram
76,49.0,22,26.16985907,71.96246617,6.247040422,79.84925393,maize
42,60.0,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
18,60.0,18,25.87990287,67.55109024,6.347379185,47.89645224,pigeonpeas
25,62.0,18,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
110,71.0,46,28.67208915,82.20793613,5.725418961,94.37987496,banana
91,84.0,52,25.36059237,78.71024836,6.012696655,116.5531455,banana
99,55.0,36,21.7238313,80.2389895,6.501697816,277.9626192,rice
18,130.0,204,22.35548159,94.47811755,6.046673619,116.7366261,grapes
6,48.0,21,28.6362812,84.61431076,6.790736339,48.48319335,mungbean
63,44.0,43,24.17298839,83.7287574,5.583370042,257.0343554,rice
14,48.0,24,29.24598976,84.80084105,6.991242362,53.43228915,mungbean
32,68.0,52,32.66317235,92.61715632,6.740983646,25.21609113,papaya
64,36.0,38,26.24347471,78.51063754,6.855362875,183.4065252,jute
14,65.0,16,27.99990346,65.57653373,6.493036868,49.94043064,lentil
22,20.0,25,30.764551500000003,47.93791463,5.956027059,90.38503469,mango
86,26.0,26,27.13140403,52.89368299,6.081172981,192.4280381,coffee
31,51.0,19,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
28,36.0,32,32.45465292,50.69693751,6.526654345,95.04871605,mango
2,72.0,15,26.57597546,60.97876599,7.836719564,50.89110726,lentil
4,61.0,17,24.84063998,60.09116626,6.75020529,48.77790371,blackgram
62,54.0,35,25.97825807,81.65769588,6.235357637999999,163.3488091,jute
26,58.0,16,29.87854588,65.73085206,6.950300686,44.95654782,blackgram
62,54.0,38,25.97825807,81.65769588,6.235357637999999,163.3488091,rice
16,49.0,21,22.75088787,89.08935702,5.521466996,110.4317855,mungbean
3,17.0,36,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
81,21.0,55,24.69368934,85.56967628,6.353107392999999,48.99390828,watermelon
49,60.0,48,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya
22,80.0,21,27.32220619,51.27868781,4.371745575,36.5037914,pigeonpeas
50,59.0,52,31.18298415,90.21646909,6.734005647999999,54.01872359,papaya
84,7.0,51,26.81530456,97.65694462,6.399669044,55.74073582,muskmelon
111,25.0,34,26.05968403,52.31098539,6.136286518,161.3432535,coffee
13,59.0,22,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas
117,37.0,52,27.33684386,88.50229102,4.605700542,33.48919022,muskmelon
19,55.0,25,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas
81,6.0,55,24.88910524,85.87059083,6.110142735,51.70699144,muskmelon
22,23.0,45,33.78372897,81.16314317,5.6851027689999984,74.53557341,pomegranate
1,29.0,40,27.32961444,49.30347234,6.052026047000001,93.53197359,pomegranate
119,15.0,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon
115,18.0,45,29.17052093,94.19790371,6.0124803510000016,22.06994464,muskmelon
89,58.0,38,23.98651719,82.09053379,6.096838784,167.0576456,jute
1,6.0,16,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas
21,21.0,40,19.20090378,94.27659596,6.9235093710000015,108.0423555,pomegranate
99,94.0,53,24.13078816,84.84494575,6.649086972,51.19470197,banana
40,37.0,30,34.16438906,54.16482251,4.954739564,98.33351125,mango
22,44.0,17,27.62749466,86.49366929,6.605733067999999,39.26137642,mungbean
60,53.0,22,25.17885316,68.93307305,6.54803469,35.03484812,maize
92,35.0,16,18.87751445,65.76816093,6.082973754,94.76189431,maize
74,35.0,44,26.49109635,80.15836264,6.980400905,242.8640342,rice
76,56.0,36,25.4879684,84.48235878,6.740947635,168.7848886,jute
34,54.0,50,27.34734861,94.17756725,6.687088097999999,40.35153141,papaya
76,58.0,18,19.29563411,69.63481219,5.77597783,83.21030571,maize
13,76.0,20,29.05941162,62.10652364,7.042474679,36.5011366,lentil
76,57.0,25,18.9802729,74.52600826,6.092725883,94.26249353,maize
36,37.0,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,mungbean
20,25.0,41,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
81,40.0,43,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice
39,57.0,19,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
94,53.0,19,23.30355338,73.62548442,5.873242491,97.59081274,maize
11,52.0,24,29.37735586,44.82294584,6.842744374,172.40168,mothbeans
24,61.0,15,22.6371424,65.44544859,6.233269045,38.30411077,lentil
96,36.0,23,20.58314011,69.00128641,6.499936446,66.29390357,maize
38,61.0,22,28.234829,69.3159965,6.313284267999999,35.36831423,lentil
60,59.0,23,24.7947077,70.04556743,5.722579819,76.72860067,maize
3,71.0,18,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
82,23.0,48,29.34033587,90.01506395,6.541150335,21.44532907,muskmelon
89,46.0,35,23.98651719,82.09053379,6.096838784,167.0576456,jute
78,58.0,22,23.08974909,63.10459626,5.588650585,70.43473609,maize
58,51.0,45,42.39413392,90.79028064,6.576261427,88.46607497,papaya
8,26.0,40,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
39,50.0,52,33.83508569,92.85470152,6.991626158,203.4044028,papaya
112,83.0,48,27.19711623,77.39706290000002,6.200111067999999,99.46950465,banana
22,68.0,17,23.7937153,68.03209183,6.516317561,49.73922097,lentil
85,25.0,51,29.87331077,90.60932469,6.186770318,24.69720481,muskmelon
81,30.0,48,28.52379742,92.09688432,6.041027474,29.86681385,watermelon
105,74.0,48,25.14517635,81.38204104,6.098369122,119.218154,banana
33,38.0,21,29.40889385,86.16063492,6.365513634,53.35486977,mungbean
88,38.0,16,27.55906475,58.45742907,6.784460602,117.9389993,maize
39,64.0,19,22.99774444,60.24218572,4.603563116,199.689339,pigeonpeas
